"title","avg_rating","rating_count","phone","website","address","area","city","category","images"
"Supreme Grill","4.6","114","+44 161 273 6549",,"58 Stockport Rd, Manchester M12 6AL, United Kingdom","Manchester Rusholme","Manchester","Jamaican restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-HRlPWQpaQ49opTm5IzOZ1dNAk6nbyHr89knJTsJxjr-1rUsBK_gO5bltZx1cHAku5bRT563_IK81uldU9Bcm4QNKsK4tnn10XCJ0YfiCnZY8SsGl8tuzo9qCbjn3yizX6Dy4e=s4196-v1-pi-0-ya0-ro-0-fo100"
"Sixty Japanese Food","5.0","3","+44 7391 794747","sixty60.co.uk","United Kingdom, Manchester, Higher Ardwick, 邮政编码: M12 6DA",,,"Japanese restaurant","https://lh3.googleusercontent.com/p/AF1QipPVI-lLfojrnh8Akg8RcjJRIvrkSUvwx1nHkYZF=s4196-v1"
"Black Cap Burger","5.0","1","+44 7305 841972",,"60 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipPrXRdjO-eBE2ng60iM_DTNPtYPB4rHfWxiUs28=s4196-v1"
"Fat Tat Limited","4.0","1",,,"60 Higher Ardwick, Greater, Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipPtdX9JZqoi9DhgxTFSGjpo3KB6sOCxZo0MdYb7=s4196-v1"
"Good Good Taste 好好味","4.8","27","+44 7821 788526","facebook.com","United Kingdom, Manchester, Higher Ardwick, 邮政编码: M12 6DA",,,"Hong Kong style fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipO0SoV0cM0XWNiY7XXiWTTZoUuZXS-yFF_lVwD5=s4196-v1"
"Lynchburger","5.0","2","+44 7586 853504",,"Ghost x Kitchens., 58-60 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Hamburger restaurant","https://lh3.googleusercontent.com/p/AF1QipNqPwtfigv7NnFeOTQxKaGvqXISZp0JHjQ1dhl4=s4196-v1"
"Smash Mcr","2.5","2",,,"Ardwick Kitchens, 42 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Hamburger restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8QrLKAWQLBLDIvBl8zoA6TBF_kB-FAAvsu2QMf539wn__z8DKfuGi2-khFpy9UtsnJYXg2cC_ox_kmIfwRd03ZR7OpCfzfHvHBtQjmobwk-AehEcnjD7zEboP84yAlNIIFA75G=s4196-v1"
"Cona Restaurant",,,,"conarestaurant.com","33 Blossom St, Ancoats, Manchester M4 6AJ, United Kingdom","Manchester Central","Manchester","Steak house",
"Manc's Kitchen","1.3","4","+44 7599 964242",,"42a Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Italian restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9CYLk2t6GmL2pa8HqmKFrPsqA85J6nflXPfVYp3UfELzkGS_AXuW59V2Rpnhs7xqJLA864UJnA6621-J-s3AtkUbmfDw_4mK_QzvjNX0hFPGfVnooLqOvfS4IcMB7eZdEY7wA1FQ=s4196-v1"
"Little Indian Kitchen","4.9","32",,"littleindiankitchen.co.uk","K14, ghost x kitchens, 58-60 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Indian restaurant","https://lh3.googleusercontent.com/p/AF1QipN1ioYcTEPHa2udYweks8IcQEphzzOV1bZgLgkX=s4196-v1"
"Burger Factory - Manchester","4.6","5","+44 7752 588447","thegoodburgermanchester.com","58, 60 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8lpkMaD5KVLEMURoje4a31cHahRVJ-MYvY0NKBVeQTZaxHXGJ7Y6ntY_TlajdFYJRQ71fjY0oUyjC0Zr2llV6YjSkZegM1i04j5_mSkbWmPylgDritrykBL_v0V5P2WOqxaT0=s4196-v1"
"Happi Kitchen","5.0","1",,,"58-60 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","American restaurant",
"Moda Kitchen",,,,,"42 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Chinese restaurant",
"Greek Food Cuisine","4.5","10","+44 161 465 1254",,"433 Abbey Hey Ln, Abbey Hey, Manchester M18 8RR, United Kingdom","Gorton and Denton","Manchester","Greek restaurant","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CEEm8hr4YHlmUz7crdc3Vg&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=131.05254&pitch=0&thumbfov=100"
"GFC ( Gourmet Fried Chicken )","4.4","26","+44 161 230 7435",,"433 Abbey Hey Ln, Abbey Hey, Manchester M18 8RR, United Kingdom","Gorton and Denton","Manchester","Chicken shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_Hp7GScPpnDX5qhxEU0R0vhHbmCGbEXHvB2MGHSJJVdyxNrqpVg_XctCSS2hqVX01McxO-gsQsbpdtq76bw2WkHIPsuRg-q8WtpuLzZXHr6JjUW_QPMI9YEc1xdprJPaXPAo3iwQ=s4196-v1"
"Heavens Angels","4.7","19","+44 7739 405619",,"273 Abbey Hey Ln, Abbey Hey, Manchester M18 8TH, United Kingdom","Gorton and Denton","Manchester","Cafe","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-34UXJmOYrS-_Vjhu81VLsPaqYMssyhwTvfEzBvSYlpCrb_0lBgtIR6r0Ds9evFKDy2Lx00Q71Ilpqnl6ZXeuhdiUR_pRvEzhE0299sGtaF9mO3rloPjPjbstO0QaVPc7GI6jY=s4196-v1"
"Wembley Restaurant","4.2","80","+44 7846 706857",,"572 Hyde Rd, Manchester M18 7EE, United Kingdom","Gorton and Denton","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-t_E7MA7ljTUhYlH0rRkEVGF49p5_akAiU3nORnJoKXyvfdcv1O3vgg1yHwnr2ULLIkt1xaryYzORO7aV2G8u--z9nkKD-E52Pv1FbIiXVuDaTQjur-8ReCkBscJnpjTzQRdwA=s4196-v1"
"Les the baker MCR - Gorton Mill House Cafe","4.9","58","+44 7521 502035",,"420 Abbey Hey Ln, Abbey Hey, Manchester M18 8DU, United Kingdom","Gorton and Denton","Manchester","Bakery and Cake Shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_GOS4VPaDK2qK7DYnv3Xmk9AhKNXg5Wl717EcPqAl2O3QVbVv9uX2NcqCmRQETwdbWpA5vJB7dIzSVk1k8YnaxVO8tr5LGnqSbwHMeCOI8V1S386QPHuYhcQeSRqYXIOXmnUND=s4196-v1"
"MCR Breakfast Club","4.0","1",,,"58, 60 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Restaurant",
"Creamy Luxe",,,,,"42 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Restaurant",
"Hare & Hounds","4.9","50",,,"187 Abbey Hey Ln, Gorton, Manchester M18 8TN, United Kingdom","Gorton and Denton","Manchester","Pub","https://lh3.googleusercontent.com/p/AF1QipPshaqzbYLTNWBKwaIM3T8g5m4-p97s5W4KouG5=s4196-v1"
"Pizza next",,,,,"42 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Pizza restaurant",
"Fun Fan","4.2","64","+44 161 666 6656","funfanchinese.co.uk","47 Vine St, Abbey Hey, Manchester M11 1LH, United Kingdom","Manchester Central","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9EanezSkoGzjPrv77urPG4SErk8Us23f2GZFC7nDVwsE30ThSc5eIIw8DwuCqYUhJs2oeaCjGf1KirgWZPJxWHtAz64zzGBRLw5SQ4ZqmsFoEozjrnvbWlHqyUmBRK4QY6NBMN=s4196-v1"
"Bravo Chef Cafe&Resto","5.0","24","+44 7459 052729","facebook.com","Manchester Gorton Market, Garratt Way Inside, Manchester M18 8LD, United Kingdom","Gorton and Denton","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipMHyylKUkPoYmj5z_ARhTl7YetiGzCIhGZeRWJQ=s4196-v1"
"Heaven Italian Cafe","4.9","77","+44 7572 200977",,"Gorton Market, Garratt Way, Manchester M18 8LD, United Kingdom","Gorton and Denton","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipPW1v0bMQo7sJco8qb_5nqTr8oMzUExKK6RoOqJ=s4196-v1"
"Next Level Lounge African Restaurant & Bar","4.1","71","+44 161 223 5978","nextlevelloungeafrican.co.uk","576 Hyde Rd, Gorton, Manchester M18 7EE, United Kingdom","Gorton and Denton","Manchester","West African restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9mGAyY-sy8dlVSLIiOg2pI7rQhjZSPaj5R3dihnPD_lyzbEgglerrDvGVeFuF75MyjnKdvthwjy2le38S-dB9O3N-aW_iHAOarhXhdCqoLoYwe-__F81ElFBXpea1hIgyCuQkz7w=s4196-v1"
"Kuttanad Taste Kerala Restaurant Manchester","4.3","526","+44 7721 877252","kuttanadtasteltd.co.uk","780 Hyde Rd, Gorton, Manchester M18 7JD, United Kingdom","Gorton and Denton","Manchester","Kerala restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_hs2_BHLhJBWGxzP3NHMeexvGMq42njO3sadVVKzvZy2TSdvcMmB_2o-SO7nKkLVoc6AeT88bGiUHY2-u-xUXSSRslqGYhRhA5nF2t_T8WK8SUb2lLmaj7H7TGJp2DkZhIf9tU=s4196-v1"
"Baloch pizza and kebabs","4.1","77","+44 161 386 0859","balochpizzaandkebab.co.uk","67 Constable St, Abbey Hey, Manchester M18 8QQ, United Kingdom","Gorton and Denton","Manchester","Pizza takeaway","https://lh3.googleusercontent.com/p/AF1QipMM34SZJzgjvC8OfMmzKMs7iddR6wKI_kmY6MYp=s4196-v1"
"Golden Fish & Chips","3.1","24",,"goldenfishandchips.co.uk","101 Constable St, Abbey Hey, Manchester M18 8GY, United Kingdom","Gorton and Denton","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_tH9aHZv1VwPwtIWaCJuj_Nj4b_81TQeUQLVTZKBgdebuAMyELY1rhdo8kv7VLzrWiCa6npMoBEatG9YPJeG2GZJES_5ntOYufzA9qkqr5zF7gnye4EG56vT0FssPJtSTZbx9_Mw=s4196-v1"
"Dristors Shawarma","4.6","10","+44 161 566 0935",,"9 Cross Ln, Manchester M18 8WA, United Kingdom","Gorton and Denton","Manchester","Takeout restaurant","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k1Hk0QLLxygb5o-D-0Zd-A&cb_client=maps_sv.tactile.gps&w=203&h=100&yaw=181.43695&pitch=0&thumbfov=100"
"Caribbean Cookout","3.9","57","+44 7415 911310",,"Unit P24, Gorton District Centre, Garratt Way, Manchester M18 8LD, United Kingdom","Gorton and Denton","Manchester","Caribbean restaurant","https://lh3.googleusercontent.com/p/AF1QipMLdLUmDZ28pIYkvRd4-NOGrsQimsNcFkXiNLLG=s4196-v1"
"Didi Kitchen/Savour-it","3.4","85","+44 161 425 1213",,"826 Hyde Rd, Gorton, Manchester M18 7JD, United Kingdom","Gorton and Denton","Manchester","Kebab shop","https://lh3.googleusercontent.com/p/AF1QipNaZnv1r3y03Cj_6gJ5Royo0rJJTa-fMKGBeITs=s4196-v1"
"Waggon & Horses (Gorton)","4.1","214","+44 161 230 8069","joseph-holt.com","736 Hyde Rd, Gorton, Manchester M18 7EF, United Kingdom","Gorton and Denton","Manchester","Pub","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9OOG6HN006ez8wJiSPEJpmku1XWFJZLRCf3KR6xknyD99IzhdGxfWnkjXnyjayb__juMj4QxS0raqpsAxflvDws9l2zFuj-hzJ5HtMDV_3iej1vJUr14yOuHnFDUpaoVUD0-Q=s4196-v1"
"Just pizzas","1.7","6","+44 161 388 0664","order.store","67a Constable St, Abbey Hey, Manchester M18 8QQ, United Kingdom","Gorton and Denton","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9au6FKxzMAL4m4De9izVnGK4X4RPYvFnm0o4V2_ccQIVcNxjIa_yAb2tU7nX2Xj7XWIEdwF-MF_uJHQKSes1fTsrunj1X5rEWYMiT2umkPB8MPBEADyhAsBsOsY8CgfoMgBhbKog=s4196-v1"
"New City","4.0","73","+44 161 225 5496","newcitylahoritaste.co.uk","5 Northmoor Rd, Longsight, Manchester M195RS, United Kingdom",,,"Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipMPbXqe86TdhVEyJY4G-yGFTCgx2oxIseRnDsZI=s4196-v1"
"Real Taste","4.4","415","+44 161 478 1313",,"815 Ashton Old Rd, Openshaw, Manchester M11 2NL, United Kingdom","Manchester Central","Manchester","Chinese restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_3bKyBfXxslbwvCNJ1yGxNSV94b-yLOrENqemmGky9SXwroyu4rud318ak9ccaMUEL7HHqpa7q7wM9MadkIA86RBHrLmkuWDvDWNuuiltrfRhHS-D49bi_5f3_6h_6y0Kp9TY_=s4196-v1"
"Chesters Ardwick","3.1","11",,,"Cariocca Business Park, 76A, Hellidon Cl, Manchester M12 4AH, United Kingdom","Manchester Rusholme","Manchester","Restaurant",
"Bella Pizza","3.8","65","+44 161 223 1119","bellapizza-gorton.co.uk","660 Hyde Rd, Manchester M18 7EE, United Kingdom","Gorton and Denton","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_GqiHnrkrrVEK08mvK-fM2adCeF_sibkdh6f1YjKigbp98w64iTIeCQXaCxP3JKYWuzf5ZZqsR1fTmOj_r1jqSfBxPUsU8ZHGXngwCHVBhr5gMTCvtB9YnZNjTHVaB-GnT6heh=s4196-v1"
"Marco Reas Diner","4.3","321","+44 161 370 3231","marcoreasdiner.com","Lime Square, Ashton Old Rd, Openshaw, Manchester M11 1DA, United Kingdom","Manchester Central","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipPTX90maEVrrPrux3wo57Coxo4OC5ZRx3DhZs0k=s4196-v1"
"YO! Manchester Gorton Extra Tesco Kiosk","5.0","1","+44 345 026 9559","yosushi.com","Hyde Rd, Manchester M18 8LD, United Kingdom","Gorton and Denton","Manchester","Japanese restaurant","https://lh3.googleusercontent.com/p/AF1QipO_a_z6APjiw_1tJtbO6St6EFoYwrWeNZEwUZOj=s4196-v1"
"Roots Restaurant & Bar","4.1","835","+44 161 637 0830","rootsrestaurants.co.uk","518 Hyde Rd, Manchester M18 7AA, United Kingdom","Gorton and Denton","Manchester","African restaurant","https://lh3.googleusercontent.com/p/AF1QipPXZan0M-JBH4Ww9Mzyzeg3_qsvwkJPbjsDgtxh=s4196-v1"
"Pizza Deluxe","3.3","130","+44 161 223 3322","pizza-deluxe.com","636 Hyde Rd, Manchester M18 7EE, United Kingdom","Gorton and Denton","Manchester","Pizza restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_3U69I7R_E_8z1YDkRgssF9UtI7GG2Rm--d8TzxbApTxxUHFVBMZH9qAVRjxPEWrxbuk1aF7a_JeJ2bzXFn9NFelhbhBWmu4hNQ8YpN-go9zahphaxsIjzcQJtjj2j2m6Yzbh_7g=s4196-v1"
"Capecoast Bar, Restaurant and Takeaway","4.2","141","+44 7427 407286",,"86 Belle Vue St, Manchester M12 5PP, United Kingdom","Gorton and Denton","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8g8rMivo9R97-PgUfAsy62m5uNQGr5dhOHPBqJ5o5cd3ZVJxF6vbLyIeBh5pSln-C7IX6m-1xj4OfucT27sA3oVnpgGaOuwoCdLl_Aye3n4bzf0tXxEavwd2fGU_QU9KCKHfs3=s4196-v1"
"Oriental Village","4.3","54","+44 161 223 8888","facebook.com","142 Chapman St, Manchester M18 8LZ, United Kingdom","Gorton and Denton","Manchester","Fish and chips takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9z1LXZJiLhrUGe0y4fa04StGxav7__Ie-zJKOZy6WqXLb_Pn9GxYpewJlxzcq4bZVjBwZ0z44tQp3sq78QXW2hhOOuav6koWkSOYLcq3_U2KhAKYiBfN8afdTTigY3kthxlUIb=s4196-v1"
"Italian On Call","4.7","55","+44 161 223 8684","italianoncall.co.uk","109 Reddish Ln, Denton, Manchester M34 2NF, United Kingdom","Gorton and Denton","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_mNFpI6hXUJN98FYepwNO5woVyHK29fDP8xADS_TpcLjCBS7I7XcswslpkJWERMFTHBy84FdV4dQOU5PnVUCyZMob7KrsWFysULxfvmSxWreYTZmyR3a6pRGpq8IBz4sdtjvVj=s4196-v1"
"Stable Gate Brewers Fayre","4.1","1910","+44 161 320 1116","brewersfayre.co.uk","Alphagate Dr, Denton, Manchester M34 3SH, United Kingdom","Gorton and Denton","Manchester","Family restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8fux9ZVHbsVsgw9HPKGlhLcQ9tuLR56iKPt1sggVAyvIN7CezY_xFeSZZjN8ZZ64wsxtTJxqh-x9owB64eV4gtCdfoF3H5yMbmXw8T8osFk5UwPrdnY99-hT2M0T7P1bjNdKoDJw=s4196-v1"
"OGee's Uniquee Taste","5.0","1",,,"58-60 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Takeout restaurant",
"Las Quesadillas","5.0","1","+44 7379 352844","deliveroo.co.uk","Kitchen 4-5, 42 Higher Ardwick, Manchester M12 6DA, United Kingdom","Manchester Rusholme","Manchester","Mexican restaurant",
"Flames","3.5","197","+44 161 220 7222","flameskebabhouse.co.uk","558 Hyde Rd, Manchester M18 7EE, United Kingdom","Gorton and Denton","Manchester","Kebab shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-ixQ9FBwmJEQ6i62UsDAte00cMEZz72S1iST27yhQE9j5zMROCjHsFIITSbll-60kkscmMDLut8vGBjAcP8qwZVrnPr7FEPLVpHZ7NuEz45hOQ_mwmU4MS84Qmj91lHLPro1kDtg=s4196-v1"
"Cluck N Crust","4.3","273","+44 161 478 2345","cluckncrustonline.co.uk","1340 Ashton Old Rd, Openshaw, Manchester M11 1JG, United Kingdom","Manchester Central","Manchester","Pizza takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-m0X8hdjLEqA6t4ruJpbaSfdDcAnEJ9gr-ehUB9Y6NXkWPx3Mlv6uolUG5LTlUdwaLdFyy1O03UqvWY0k_hfoaVahlg3sPW1IUydYMiwZ3J4ps7dBgmdWBnyc11opk8ZOnkzqsHQ=s4196-v1"
"Osho's Grill Ltd","4.2","69","+44 161 425 7739","oshosgrill.co.uk","1345 Ashton Old Rd, Openshaw, Manchester M11 1JT, United Kingdom","Manchester Central","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-jGt9plMCAKqECRIuQe6LBo92usyoLesNcLrOLsj6uOaoFxGtJerqKSNLAfPoRLL-2WnsmeYCORmUWHQIud3-MKUKHbHGnA_oaWmy3cVBvxkGyeSu2c_5U2LVhtYLbUm8mnZQPqg=s4196-v1"
"McDonald's","3.6","2204","+44 161 223 5584","mcdonalds.com","21 Wall Way, Gorton, Manchester M18 7WY, United Kingdom","Gorton and Denton","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-l5-EUihFovesrgP-jjkPbR_iSWz2BUooAlyTRbxlnX2J9yIXeRYv492wAqn2MeSqEcUbJxwlnT3TXWtzh0QoMe701QFtpObzZu2-7d_Ip2T6cXPeaAwwFNc6n2_sLkjP04eo3=s4196-v1"
"Little Panda","4.5","81","+44 161 223 4381",,"18 Levenshulme Rd, Manchester M18 7WJ, United Kingdom","Gorton and Denton","Manchester","Chinese takeaway","https://lh3.googleusercontent.com/p/AF1QipPOLsqtfPydQ2ofRHaLaADlzEP5h0td4AnSBc2j=s4196-v1"
"The Full Monty","4.4","127","+44 161 230 7140","fullmonty-reddish.co.uk","607 Gorton Rd, Gorton, Stockport SK5 6NX, United Kingdom","Stockport","Manchester","Pizza takeaway","https://lh3.googleusercontent.com/p/AF1QipO05Qx5TSjn-qArEgsX3NCGqoTTVV6-adPrjN0f=s4196-v1"
"Lahori Dera","4.0","1189","+44 161 225 2208",,"649 Stockport Rd, Longsight, Manchester M12 4QA, United Kingdom","Gorton and Denton","Manchester","Pakistani restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9K-BCqdARh0O1mu20eT8Duqast7we-gdGQpCiLM_PPxMDYTGI6SIUNWmrNkfdAkFWHfYaDIyLIGPeqZoq4PhgHG_pqNaWuBheg6O7blM2SBKsaAB-_I0W2uPKAA957YfrEvYnP=s4196-v1"
"Freddy's Chicken & Pizza's","3.0","246","+44 161 230 6300","freddygorton.com","656 Hyde Rd, Manchester M18 7EE, United Kingdom","Gorton and Denton","Manchester","Restaurant","https://lh3.googleusercontent.com/p/AF1QipOnRtYrjumE6v8cLxek901-0-MwXXcl7r4L0y8a=s4196-v1"
"Cottage Chippy","4.7","193","+44 161 220 8228",,"22 Reddish Ln, Gorton, Manchester M18 7JN, United Kingdom","Gorton and Denton","Manchester","Fish and chips takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8Z7SFQIuH9sS3lcbaWiI74eINUVyRiAJEe349cgeegQYE-xagR1DZ5NKgpeGz3pKy1_fOnVCsLnThPUn6AxAJNi2YwlEXsywD0IKBDBhiUGOPOUcteZW0bVaJZT9vwJOOAHqBg=s4196-v1"
"Melbourne lounge","5.0","6",,"melbournelounge.com","853 Ashton Old Rd, Openshaw, Manchester M11 2NL, United Kingdom","Manchester Central","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB_su1ZjwZNos52GUtpFjbL7OciK_7Ss1FOFPpBe5rfgXdsLcd6EU8AUKGVbMriQkwzIOtfCLyxWG8H2FYbUKTaKnRCBbauJ7p05JhnviuoaVHsVizl5dDzb8u_-nlibvkkB0vF7UQ=s4196-v1"
"Popeyes","3.9","28","+44 161 220 8880","popeyes110.com","110 Reddish Ln, Gorton, Manchester M18 7JL, United Kingdom","Gorton and Denton","Manchester","Pizza takeaway","https://lh3.googleusercontent.com/gps-cs-s/AB5caB9SegyBaVrn8Dwgxjw6Bjp52W3aMkN095cGah7iqv_ypOf5VO0tCWi8pKwdlky460xsAHZqazihU-ut9KifCOWCe8kpc-ysgR9QlJDfYwT0edYzjuXKqzJxd1padVCxCUoH7CjM=s4196-v1"
"California Pizza","3.8","94","+44 161 231 8776","californiapizza.co.uk","630 Hyde Rd, Manchester M18 7EE, United Kingdom","Gorton and Denton","Manchester","Pizza delivery","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8OcrWGCTGB3fOD7Y38m4mCgVLTLxOZ6HjB9Ms7Ic9tNP33X4kUGEd9mggkr3xb0uFupewSerIU8h4vYQv6L34AZvzmKg6lC2A1wMxqH_GXxpa7qM0d2k_8wVA67s1oD_epXLx9=s4196-v1"
"Zimos","4.6","171","+44 161 425 9090","zimos.co.uk","1334 Ashton Old Rd, Openshaw, Manchester M11 1JG, United Kingdom","Manchester Central","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/p/AF1QipOS3uRJ7btz2BFuG0L8SaghVHkWuSsTK5hbOOfg=s4196-v1"
"Billy Bees","3.4","33","+44 161 843 8119","billybeesmcr.co.uk","782 Hyde Rd, Gorton, Manchester M18 7JD, United Kingdom","Gorton and Denton","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-wW2HdkDRuKzOuYZhklaoreSsC1Gxe7IR9GmJ0gP-M7RdMYH8QwzWMxUP7N_YgHOyjsXKkFlSDI6oODfTdh_A4bxIe63zZLzvWkb-wySykzHzFmCb3CLcZlKsRYPh3bJz7uDPB9w=s4196-v1"
"Al Baraka Shawarma","4.0","167","+44 161 989 6522","surhe.top","579 Stockport Rd, Levenshulme, Manchester M13 0RG, United Kingdom","Gorton and Denton","Manchester","Shawarma restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-6Em0MK8SQXSjZ7uaowMXTdQ9d6IOfDT7FOMoF56RT4an1KxBfuEcdTqUi35aAkRYVXrP83k3U1oNKPMes9I4lCIBSX2dwsAkSKe0YI76cLaXK1ci1Smmr49z5vxwiCvff0M8=s4196-v1"
"I Love Crispy Chicken","3.4","88","+44 161 691 6306","bit.ly","157c Mount Rd, Manchester M18 7QT, United Kingdom","Gorton and Denton","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8T7c166Z2fspVuhnGMVYTnVzWkk_rVs44nfO0anbqa8kthCJ3y4kRCwxUxesEunQJds62SJXUDm8T4maLhJy9GGBdqksqLvz3bIsbMo9DMseaw2cuBWTx4yiDuZUaZGN5lM4le=s4196-v1"
"Shake Bee","4.1","1039","+44 161 225 6580","shakebee.uk","643 Stockport Rd, Levenshulme, Manchester M12 4QA, United Kingdom","Gorton and Denton","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/p/AF1QipOKlE9q9nRu83XODvcCUBJo_M3mkSPeWmOR_8fS=s4196-v1"
"istanbul shawarma","4.1","107","+44 161 224 9292","istanbulshawarmatakeaway.com","585 Stockport Rd, Levenshulme, Manchester M13 0RX, United Kingdom","Gorton and Denton","Manchester","Kebab shop","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8js2nSi8qdQO3CA2oMqe9p5gYbasatktyt6O3ycoraVGQNYwCzFqfeYDP_4PT7Nf-jjFkK7dherL-SG-w9iuIeRnaQfvH7SU31U_04HHxaUr5q4f78qYvBewZV8r6x9vb8tWkY=s4196-v1"
"Salt & Pepper","3.1","39","+44 161 691 5004","oceandragontakeaway.co.uk","2 Agnew Rd, Manchester M18 7AR, United Kingdom","Gorton and Denton","Manchester","Restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-gOOyymP0bIGv8a1QCh8RX6xzjE3GdiEyKC7g4f9h859LRcG6BMI2h-9-dNqSK3lXitjynGg-i_tZkcgWBqkABzeF31k9K11GzwekCNa3Z9VPbnWM_ytk4Az3d2rMFrpiiRiAH=s4196-v1"
"Peri fried cottage",,,"+44 7440 143566",,"433 Abbey Hey Ln, Abbey Hey, Manchester M18 8RR, United Kingdom","Gorton and Denton","Manchester","Fast food restaurant",
"J's Kitchen","4.2","57","+44 161 371 8941",,"1408 Ashton Old Rd, Openshaw, Manchester M11 1HL, United Kingdom","Manchester Central","Manchester","Takeout restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB8rpnLrzupOWrrIp3w41urNf8cQMe4Fwnbunh4TnWbzi3nI3lJKpiq_aXDBrXVacPwPe_cTiYkFxkxInIDkD9LIEwHCpSxttl_YiI65gU_j3eAbbECJ0jvWh6rjQfw5OMhaDdXVCw=s4196-v1"
"Papis","5.0","15","+44 7865 755746",,"814 Hyde Rd, Gorton, Manchester M18 7JD, United Kingdom","Gorton and Denton","Manchester","Pizza takeaway",
"KFC","2.9","1651","+44 20 3038 1177","kfc.co.uk","Hyde Rd, Manchester M18 7AA, United Kingdom","Gorton and Denton","Manchester","Fast food restaurant","https://lh3.googleusercontent.com/gps-cs-s/AB5caB-2YC1grXp_uu-FxihFlhl19hAkIHwEMiNw5psnEUSzPHe5jeGjys8XKnBt-56zXBdVG1fj8gxlFClYfP2ujjmxjdBNPhgh5nD6jVWK-thRmFVqEId35Ny9uYKmwpxrjpeO2may=s4196-v1"
